FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,FLAECHE,OEFF_ZEITEN,SPIELEN_IM_PARK,WASSER_IM_PARK,HUNDE_IM_PARK,TELEFON,WEBLINK1,SE_ANNO_CAD_DATA
PARKINFOOGD.1906596,1906596,POINT (16.38440212792395 48.1760744825997),Mundypark,10,2.916 m²,Ballspielkäfig: 6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906597,1906597,POINT (16.36763120518414 48.16637241781931),PA Migerkastraße,10,554 m²,06:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906598,1906598,POINT (16.354159328272825 48.17541505004388),Martin-Luther-King-Park,10,14.552 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906599,1906599,POINT (16.381849148905335 48.16438497211329),Maria-Rekker-Park,10,2.172 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906600,1906600,POINT (16.40618706642377 48.16403734113287),PA Löwygrube,10,228.478 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906601,1906601,POINT (16.328141184338243 48.18034508087293),Christine-Busta-Park,12,5.757 m²,"Okt-März:06:00-21:00, Apr-Sep:06:00-21:30",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906602,1906602,POINT (16.322373693511523 48.17033279228036),PA Breitenfurter Straße,12,8.077 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906603,1906603,POINT (16.338470956836037 48.184997693377454),PA Haebergasse,12,2.172 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906604,1906604,POINT (16.331252576507836 48.18216021767395),Anton-Krutisch-Park,12,2.553 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906605,1906605,POINT (16.328356250149504 48.1634550796471),PA Andersengasse,12,902 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906606,1906606,POINT (16.323362381989238 48.159918384675635),PA An den Eisteichen,12,8.807 m²,"Ballspielkäfig:Okt-März:06:00-21:00, Apr-Sep:06:00-21:30",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906607,1906607,POINT (16.32525325888961 48.16159485974385),PA Am Schöpfwerk,12,844 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906608,1906608,POINT (16.304058503631538 48.163910869413655),PA Altmannsdorfer Anger,12,1.776 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906609,1906609,POINT (16.44983002157973 48.155908633131304),PA Zehngrafweg,11,3.887 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906610,1906610,POINT (16.418677034685366 48.166529865681035),Carsonypark,11,4.962 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906611,1906611,POINT (16.47030462084193 48.15002843209958),PA Paul-Heyse-Gasse,11,3.236 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906612,1906612,POINT (16.420850297173022 48.17945359964406),PA Simoningplatz,11,878 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906613,1906613,POINT (16.43438071293593 48.16763018093873),PA Oriongasse,11,4.562 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906614,1906614,POINT (16.427012415623622 48.17034685495747),PA Seeschlachtweg,11,3.253 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906615,1906615,POINT (16.45551707745096 48.15587053421305),PA Herretweg,11,2.598 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906616,1906616,POINT (16.428009603189135 48.165658296846296),PA Dürrnbacherstraße,11,29.183 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906617,1906617,POINT (16.472005910746148 48.1571308483906),PA Muhrhoferweg,11,7.153 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906618,1906618,POINT (16.422747548348735 48.177617877837214),PA Mautner-Markhof-Gasse,11,12.248 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906619,1906619,POINT (16.41118082647471 48.169207243049996),PA Ludwig-Kralik-Weg,11,8.391 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906462,1906462,POINT (16.304733560929364 48.21409770085257),Karl-Kantner-Park,16,5.765 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906463,1906463,POINT (16.360150612833806 48.2569939311272),PA Hammerschmidtgasse,19,1.469 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906464,1906464,POINT (16.312814698237805 48.250406653226264),PA Am Neustiftblick,19,2.928 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906465,1906465,POINT (16.326723701164358 48.244324590051896),PA Gustav-Pick-Gasse,19,1.351 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906466,1906466,POINT (16.3203224342192 48.24108853126259),Dr.-Meißner-Park,19,7.044 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906467,1906467,POINT (16.331160521308217 48.2456164246345),PA Börnergasse,19,7.768 m²,"Ballspielkäfig: Okt-Mär: 7:00-19:00, Apr-Sep: 7:00-22:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906468,1906468,POINT (16.353596726065298 48.25850410609043),Beethovenpark,19,15.304 m²,"0:00-24:00, Ballspielkäfig: 06:00-21:30",Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906469,1906469,POINT (16.330633523079488 48.24330258002366),Alfred-Auer-Park,19,3.173 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906470,1906470,POINT (16.363719134221284 48.249452182399835),PA 12. Februar-Platz,19,10.417 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906471,1906471,POINT (16.374882113409356 48.198690388217976),PA Französische Botschaft,4,958 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906472,1906472,POINT (16.34608908349613 48.22368004679552),Vilma-Degischer-Park,18,1.225 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906473,1906473,POINT (16.30074461582559 48.23942664545659),PA Ladenburghöhe,18,5.934 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906474,1906474,POINT (16.41178361193148 48.20843428329338),Prater - Pelzmais,2,161.704 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906475,1906475,POINT (16.338121509008214 48.19971576944942),Emil-Maurer-Park,7,6.493 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906476,1906476,POINT (16.40333083229737 48.18782408645971),Robert-Hochner-Park,3,3.292 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906477,1906477,POINT (16.483510360728076 48.28075101774115),PA Kaspargasse,22,3.163 m²,0:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906478,1906478,POINT (16.474421090904986 48.22281380269491),GA Wonkaplatz,22,3.102 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906479,1906479,POINT (16.489490917567014 48.276674393607074),Badeteich Süßenbrunn,22,90.051 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906480,1906480,POINT (16.336309876515234 48.19851756825231),GA Pelzgasse,15,63 m²,,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906481,1906481,POINT (16.48368333275296 48.218690555031955),PA Eisenhutgasse,22,1.865 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906482,1906482,POINT (16.340282110193026 48.1880854114642),GA Gaudenzdorfer Knoten,12,10.849 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906483,1906483,POINT (16.28301512067045 48.198717412234274),Waidhausenpark,14,3.873 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906484,1906484,POINT (16.391080831208633 48.1679995554794),PA Moselgasse,10,2.377 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906485,1906485,POINT (16.37530453116687 48.1520752547893),PA Pichelmayergasse,10,26.170 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906486,1906486,POINT (16.371128609253933 48.19102200473828),PA Bertha-von-Suttner-Hof,4,298 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906487,1906487,POINT (16.369100772878127 48.22160738759769),Wettsteinpark,2,15.971 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906488,1906488,POINT (16.430272435395903 48.199640994223),Prater - Sonnenscheinwiese,2,141.396 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906489,1906489,POINT (16.376542018997416 48.22181024060191),Mignon-Langnas-Park,2,4.184 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906490,1906490,POINT (16.37153285595954 48.21838812371524),Friedl-Dicker-Brandeis-Promenade,2,4.577 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906491,1906491,POINT (16.37364581880468 48.215333678747925),Freda-Meissner-Blau-Promenade,1,11.593 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906492,1906492,POINT (16.366775716855347 48.22587670610158),Karoline-Tintner-Promenade,9,10.407 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906493,1906493,POINT (16.3600271157375 48.186526322230925),PA Zentaplatz,5,1.417 m²,6:45-21:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906494,1906494,POINT (16.303823383642765 48.14953952769098),PA Josef-Österreicher-Gasse,23,1.843 m²,"Ballspielkäfig: Mai-Okt. 8:00-20:00, Nov-Apr: keine Sperre",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906516,1906516,POINT (16.351236077416292 48.180966053513394),Hanna-Gärtner-Park,5,2.067 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906517,1906517,POINT (16.343711348992525 48.18792811109402),Bruno-Kreisky-Park,5,10.698 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906518,1906518,POINT (16.355570125567464 48.187789639369136),Bacherpark,5,6.116 m²,Ballspielkäfig: 6:15-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906519,1906519,POINT (16.347377525187895 48.187191134123736),PA Am Hundsturm,5,4.070 m²,Hundezone:6:45-21:45,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906520,1906520,POINT (16.363273363686087 48.189703552905186),Wanda-Lanzer-Park,4,1.059 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906521,1906521,POINT (16.365280951624648 48.1915548678694),Rubenspark,4,2.871 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906522,1906522,POINT (16.368131147158664 48.200409803601474),Rosa-Mayreder-Park,4,5.221 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906523,1906523,POINT (16.371186606861947 48.19936052837109),Resselpark,4,41.528 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906524,1906524,POINT (16.38445083969179 48.166987087868996),Alfred-Böhm-Park,10,33.768 m²,Ballspielkäfig+Hundezone+Skateranlage:06:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906525,1906525,POINT (16.359758682538068 48.21578671192711),Votivpark,9,16.787 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906495,1906495,POINT (16.384871961867518 48.213205245746664),Veza-Canetti-Park,2,681 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906496,1906496,POINT (16.395259083895446 48.218829430663114),Venediger-Au-Park,2,33.270 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906497,1906497,POINT (16.394375794511088 48.232589019251144),PA Holubstraße,2,7.134 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906498,1906498,POINT (16.392317640475753 48.232852476342366),PA Innstraße,2,6.037 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906499,1906499,POINT (16.38786381839477 48.22479340950571),Vilma-Neuwirth-Park ,2,1.183 m²,6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906500,1906500,POINT (16.397135415991276 48.2261813209371),Rudolf-Bednar-Park,2,31.319 m²,Skateranlage: 6:30-20:30,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906501,1906501,POINT (16.38605980658616 48.217188972273156),Rosa-Jochmann-Park,2,1.535 m²,6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906502,1906502,POINT (16.416735273767756 48.215887483494896),Fritzi-Massary-Park,2,4.743 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906503,1906503,POINT (16.3845892036178 48.21791702796667),Odeonpark,2,2.550 m²,6:30.20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906504,1906504,POINT (16.373017359381354 48.2243106990529),Irma-Schwager-Park,2,9.383 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906505,1906505,POINT (16.400169396476347 48.22015665254311),Max-Winter-Park,2,9.852 m²,"Apr.-Sept.:06:30-21:30(20:30 an Sa,So,FT),Okt.-März:05:30-21:30(20:30 an Sa,So,FT)",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906506,1906506,POINT (16.35644147677226 48.193440208208735),Willi-Frank-Park,5,3.379 m²,6:30-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906507,1906507,POINT (16.35769157658744 48.186435128575),PA Siebenbrunnengasse,5,1.691 m²,6:15-21:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906508,1906508,POINT (16.354361536236834 48.189604321282616),Scheupark,5,3.132 m²,6:15-21:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906509,1906509,POINT (16.36308512642511 48.1878207038346),Rudolf-Sallinger-Park,5,4.919 m²,Ballspielplatz+Hundezone: 6:45-21:30,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906510,1906510,POINT (16.355316716014297 48.18123567487482),PA Leopold-Rister-Gasse,5,4.757 m²,Ballspielkäfig+Hundezone:6:45-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906511,1906511,POINT (16.363007050013792 48.18468765993296),Klieberpark,5,3.305 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906512,1906512,POINT (16.35062500143484 48.180222373487695),Herweghpark,5,5.682 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906513,1906513,POINT (16.35082145169121 48.182898895833354),Ernst-Lichtblau-Park,5,2.439 m²,Ballspielkäfig: 6:45-21:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906514,1906514,POINT (16.35458261204474 48.19415819638594),Ernst-Arnold-Park,5,3.788 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906515,1906515,POINT (16.35001162465211 48.185867064460616),Einsiedlerpark,5,6.356 m²,Hundezone: 6:15-21:45,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906526,1906526,POINT (16.360637679551505 48.21463035059831),Sigmund-Freud-Park,9,14.460 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906527,1906527,POINT (16.354443001023064 48.21539944480122),Ostarrichi-Park,9,7.515 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906528,1906528,POINT (16.358257540018606 48.22671209881089),Lichtentalerpark,9,4.781 m²,Ballspielkäfig: 7:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906529,1906529,POINT (16.35525695946063 48.23127573098207),PA Latschkagasse,9,394 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906530,1906530,POINT (16.36492374171833 48.21722297392149),Erwin-Ringel-Park,9,4.086 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906531,1906531,POINT (16.351361516624593 48.22515139088914),PA Bertha-Löwi-Weg,9,1.025 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906532,1906532,POINT (16.345317569049122 48.208717144209174),Tigerpark,8,1.988 m²,"Okt-März: 07:00-22:00, Apr-Sep:06:30-21:15",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906533,1906533,POINT (16.35063266588086 48.212396460106966),Schönbornpark,8,9.650 m²,"Okt-März: 06:20-19:45, Apr-Sep:6:50-21:30",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906534,1906534,POINT (16.35120227112605 48.20747548424353),Elisa-Springer-Park,8,125 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906535,1906535,POINT (16.345394420850386 48.211074858731706),Hamerlingpark,8,6.068 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906536,1906536,POINT (16.355766704956753 48.206341412341764),Weghuberpark,7,8.994 m²,"Ballspielplatz: Okt: 7:10-20:00, Nov-März: 7:10-19:00, Apr-Sep: 7:10-22:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906537,1906537,POINT (16.338382885213214 48.201426760029776),Mizzi-Langer-Kauba-Park,7,3.643 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906538,1906538,POINT (16.352197301401066 48.20263649080104),Siebensternpark,7,1.144 m²,"Okt: 7:00-19:45, Nov-März: 7:00-18:45, Apr-Sep: 7:00-21:45",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906539,1906539,POINT (16.354313772625428 48.203748148126834),Vally-Wieselthier-Park,7,622 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906540,1906540,POINT (16.34269660161235 48.20755220911421),PA Ceija-Stojka-Platz,7,1.131 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906541,1906541,POINT (16.34637433862093 48.20462733658083),Karl-Farkas-Park,7,1.667 m²,"Okt: 6:50-19:30, Nov-März: 6:50-18:30, Apr-Sep: 6:50-21:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906542,1906542,POINT (16.340568771205128 48.2076586099761),Josef-Strauß-Park,7,7.972 m²,"Okt-März: 7:10-19:15, Apr-Sep: 7:10-21:30",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906543,1906543,POINT (16.355729101119696 48.20370656573234),Gutenbergpark,7,358 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906544,1906544,POINT (16.348939464697683 48.189716648270206),Therese-Sip-Park,6,369 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906545,1906545,POINT (16.35231864886012 48.19364773517854),Richard-Waldemar-Park,6,1.838 m²,"Ballspielkäfig: Okt-März: 7:00-20:30, Apr-Sep: 7:00-22:00",Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906546,1906546,POINT (16.3422625157477 48.19364506791054),Minna-Lachs-Park,6,2.917 m²,"Okt-März: 6:15-20:00, Apr-Sep: 6:15-21:15",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906547,1906547,POINT (16.348386681033357 48.195007890734836),Schmalzhoftempelpark,6,5.132 m²,"Okt-März: 7:45-20:45, Apr-Sep: 7:45-21:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906548,1906548,POINT (16.42071390716134 48.132061789078584),PA Klederinger Straße,10,8.973 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906549,1906549,POINT (16.364320867496172 48.15205169246146),PA Laxenburger Straße,10,35.776 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906550,1906550,POINT (16.36842370086775 48.17498825080971),Laubepark,10,7.550 m²,Ballspielkäfig+Spielplatz:06:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
